QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,WR,Brandon LaFell (7572061),Brandon LaFell,7572061,3200,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,DST,Patriots  (7572580),Patriots ,7572580,3200,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,DST,Eagles  (7572565),Eagles ,7572565,3100,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,WR,Andrew Hawkins (7571994),Andrew Hawkins,7571994,3100,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,RB,Tim Hightower (7571890),Tim Hightower,7571890,3100,Car@NO 01:00PM ET,NO,
,,,,,,,,,,RB,John Kuhn (7571892),John Kuhn,7571892,3100,Car@NO 01:00PM ET,NO,
,,,,,,,,,,WR,Marqise Lee (7572035),Marqise Lee,7572035,3100,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,WR,Chris Conley (7572074),Chris Conley,7572074,3100,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,WR,Seth Roberts (7572077),Seth Roberts,7572077,3100,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,WR,Jermaine Kearse (7572085),Jermaine Kearse,7572085,3100,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,Dwayne Allen (7572205),Dwayne Allen,7572205,3100,Ind@Hou 08:30PM ET,Ind,
,,,,,,,,,,RB,Reggie Bush (7571859),Reggie Bush,7571859,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Jerome Felton (7571860),Jerome Felton,7571860,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Shaun Draughn (7571861),Shaun Draughn,7571861,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,RB,Mike Gillislee (7571863),Mike Gillislee,7571863,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Jonathan Williams (7571865),Jonathan Williams,7571865,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Mike Davis (7571866),Mike Davis,7571866,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,WR,Brandon Tate (7571970),Brandon Tate,7571970,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Keshawn Martin (7571973),Keshawn Martin,7571973,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,WR,Marquise Goodwin (7571974),Marquise Goodwin,7571974,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Justin Hunter (7571975),Justin Hunter,7571975,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Rod Streater (7571976),Rod Streater,7571976,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,WR,Walt Powell (7571977),Walt Powell,7571977,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Quinton Patton (7571979),Quinton Patton,7571979,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,WR,Aaron Burbridge (7571980),Aaron Burbridge,7571980,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,RB,Kenjon Barner (7571869),Kenjon Barner,7571869,3000,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,RB,Rob Kelley (7571871),Rob Kelley,7571871,3000,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,WR,Ryan Grant (7571983),Ryan Grant,7571983,3000,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,WR,Josh Huff (7571985),Josh Huff,7571985,3000,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,WR,Josh Doctson (7571986),Josh Doctson,7571986,3000,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,WR,Rashad Ross (7571987),Rashad Ross,7571987,3000,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,WR,Bryce Treggs (7571990),Bryce Treggs,7571990,3000,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,RB,Jalston Fowler (7571875),Jalston Fowler,7571875,3000,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,RB,Malcolm Johnson (7571876),Malcolm Johnson,7571876,3000,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,RB,Antonio Andrews (7571877),Antonio Andrews,7571877,3000,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,RB,George Atkinson III (7571879),George Atkinson III,7571879,3000,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,WR,Harry Douglas (7571993),Harry Douglas,7571993,3000,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,WR,Marc Mariani (7571995),Marc Mariani,7571995,3000,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,WR,Kendall Wright (7571997),Kendall Wright,7571997,3000,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,WR,Jordan Payton (7571999),Jordan Payton,7571999,3000,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,WR,Ricardo Louis (7572000),Ricardo Louis,7572000,3000,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,WR,Rashard Higgins (7572003),Rashard Higgins,7572003,3000,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,RB,Kyle Juszczyk (7571884),Kyle Juszczyk,7571884,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,RB,Javorius Allen (7571887),Javorius Allen,7571887,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,WR,Devin Hester (7572005),Devin Hester,7572005,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,WR,Dwayne Harris (7572007),Dwayne Harris,7572007,3000,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,WR,Kamar Aiken (7572009),Kamar Aiken,7572009,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,WR,Tavarres King (7572010),Tavarres King,7572010,3000,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,WR,Chris Moore (7572012),Chris Moore,7572012,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,WR,Breshad Perriman (7572013),Breshad Perriman,7572013,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,WR,Roger Lewis (7572015),Roger Lewis,7572015,3000,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,DST,Giants  (7572569),Giants ,7572569,3000,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,RB,Mike Tolbert (7571891),Mike Tolbert,7571891,3000,Car@NO 01:00PM ET,Car,
,,,,,,,,,,RB,Travaris Cadet (7571895),Travaris Cadet,7571895,3000,Car@NO 01:00PM ET,NO,
,,,,,,,,,,RB,Marcus Murphy (7571897),Marcus Murphy,7571897,3000,Car@NO 01:00PM ET,NO,
,,,,,,,,,,RB,Daniel Lasco (7571898),Daniel Lasco,7571898,3000,Car@NO 01:00PM ET,NO,
,,,,,,,,,,WR,Brenton Bersin (7572017),Brenton Bersin,7572017,3000,Car@NO 01:00PM ET,Car,
,,,,,,,,,,WR,Brandon Coleman (7572018),Brandon Coleman,7572018,3000,Car@NO 01:00PM ET,NO,
,,,,,,,,,,WR,Damiere Byrd (7572021),Damiere Byrd,7572021,3000,Car@NO 01:00PM ET,Car,
,,,,,,,,,,WR,Tommylee Lewis (7572024),Tommylee Lewis,7572024,3000,Car@NO 01:00PM ET,NO,
,,,,,,,,,,RB,Joique Bell (7571901),Joique Bell,7571901,3000,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,RB,Denard Robinson (7571902),Denard Robinson,7571902,3000,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,RB,Corey Grant (7571903),Corey Grant,7571903,3000,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,RB,Ka'Deem Carey (7571905),Ka'Deem Carey,7571905,3000,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,RB,Paul Lasike (7571907),Paul Lasike,7571907,3000,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,WR,Bryan Walters (7572028),Bryan Walters,7572028,3000,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,WR,Arrelious Benn (7572029),Arrelious Benn,7572029,3000,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,WR,Deonte Thompson (7572030),Deonte Thompson,7572030,3000,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,WR,Joshua Bellamy (7572033),Joshua Bellamy,7572033,3000,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,WR,Rashad Greene (7572036),Rashad Greene,7572036,3000,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,RB,Chase Reynolds (7571909),Chase Reynolds,7571909,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,RB,Benny Cunningham (7571910),Benny Cunningham,7571910,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,RB,Michael Burton (7571912),Michael Burton,7571912,3000,LA@Det 01:00PM ET,Det,
,,,,,,,,,,RB,Zach Zenner (7571913),Zach Zenner,7571913,3000,LA@Det 01:00PM ET,Det,
,,,,,,,,,,RB,Malcolm Brown (7571914),Malcolm Brown,7571914,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,WR,Andre Roberts (7572039),Andre Roberts,7572039,3000,LA@Det 01:00PM ET,Det,
,,,,,,,,,,WR,Bradley Marquez (7572045),Bradley Marquez,7572045,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,WR,Nelson Spruce (7572046),Nelson Spruce,7572046,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,WR,Pharoh Cooper (7572047),Pharoh Cooper,7572047,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,WR,Mike Thomas (7572048),Mike Thomas,7572048,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,DST,Lions  (7572575),Lions ,7572575,3000,LA@Det 01:00PM ET,Det,
,,,,,,,,,,RB,Isaiah Pead (7571919),Isaiah Pead,7571919,3000,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,RB,Fitzgerald Toussaint (7571920),Fitzgerald Toussaint,7571920,3000,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,RB,Roosevelt Nix (7571922),Roosevelt Nix,7571922,3000,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,RB,Damien Williams (7571924),Damien Williams,7571924,3000,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,RB,Kenyan Drake (7571925),Kenyan Drake,7571925,3000,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,WR,Darrius Heyward-Bey (7572049),Darrius Heyward-Bey,7572049,3000,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,WR,Jakeem Grant (7572056),Jakeem Grant,7572056,3000,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,WR,Eli Rogers (7572057),Eli Rogers,7572057,3000,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,WR,Leonte Carroo (7572058),Leonte Carroo,7572058,3000,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,TE,Jesse James (7572172),Jesse James,7572172,3000,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,RB,James Develin (7571926),James Develin,7571926,3000,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,RB,Brandon Bolden (7571928),Brandon Bolden,7571928,3000,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,RB,Rex Burkhead (7571929),Rex Burkhead,7571929,3000,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,RB,D.J. Foster (7571933),D.J. Foster,7571933,3000,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,WR,Matthew Slater (7572059),Matthew Slater,7572059,3000,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,WR,James Wright (7572064),James Wright,7572064,3000,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,WR,Malcolm Mitchell (7572066),Malcolm Mitchell,7572066,3000,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,WR,Alex Erickson (7572067),Alex Erickson,7572067,3000,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,WR,Cody Core (7572068),Cody Core,7572068,3000,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,WR,Tyler Boyd (7572069),Tyler Boyd,7572069,3000,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,RB,Taiwan Jones (7571935),Taiwan Jones,7571935,3000,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,RB,Anthony Sherman (7571936),Anthony Sherman,7571936,3000,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,RB,Knile Davis (7571938),Knile Davis,7571938,3000,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,RB,Jamize Olawale (7571940),Jamize Olawale,7571940,3000,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,WR,Albert Wilson (7572072),Albert Wilson,7572072,3000,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,WR,Andre Holmes (7572073),Andre Holmes,7572073,3000,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,WR,De'Anthony Thomas (7572075),De'Anthony Thomas,7572075,3000,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,WR,Demarcus Robinson (7572078),Demarcus Robinson,7572078,3000,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,WR,Johnny Holton (7572079),Johnny Holton,7572079,3000,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,WR,Tyreek Hill (7572080),Tyreek Hill,7572080,3000,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,RB,Patrick DiMarco (7571945),Patrick DiMarco,7571945,3000,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,RB,C.J. Prosise (7571950),C.J. Prosise,7571950,3000,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,RB,Alex Collins (7571951),Alex Collins,7571951,3000,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,WR,Eric Weems (7572081),Eric Weems,7572081,3000,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,WR,Aldrick Robinson (7572083),Aldrick Robinson,7572083,3000,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,WR,Justin Hardy (7572087),Justin Hardy,7572087,3000,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,WR,Paul Richardson (7572088),Paul Richardson,7572088,3000,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,WR,Tanner McEvoy (7572089),Tanner McEvoy,7572089,3000,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,WR,Taylor Gabriel (7572091),Taylor Gabriel,7572091,3000,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,RB,Lance Dunbar (7571954),Lance Dunbar,7571954,3000,Dal@GB 04:25PM ET,Dal,
,,,,,,,,,,RB,Rod Smith (7571956),Rod Smith,7571956,3000,Dal@GB 04:25PM ET,Dal,
,,,,,,,,,,RB,Keith Smith (7571957),Keith Smith,7571957,3000,Dal@GB 04:25PM ET,Dal,
,,,,,,,,,,RB,Aaron Ripkowski (7571958),Aaron Ripkowski,7571958,3000,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,RB,Darius Jackson (7571959),Darius Jackson,7571959,3000,Dal@GB 04:25PM ET,Dal,
,,,,,,,,,,WR,Jared Abbrederis (7572098),Jared Abbrederis,7572098,3000,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,WR,Ty Montgomery (7572099),Ty Montgomery,7572099,3000,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,WR,Trevor Davis (7572101),Trevor Davis,7572101,3000,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,WR,Lucky Whitehead (7572102),Lucky Whitehead,7572102,3000,Dal@GB 04:25PM ET,Dal,
,,,,,,,,,,WR,Jeff Janis (7572103),Jeff Janis,7572103,3000,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,RB,Robert Turbin (7571962),Robert Turbin,7571962,3000,Ind@Hou 08:30PM ET,Ind,
,,,,,,,,,,RB,Jonathan Grimes (7571963),Jonathan Grimes,7571963,3000,Ind@Hou 08:30PM ET,Hou,
,,,,,,,,,,RB,Jordan Todman (7571964),Jordan Todman,7571964,3000,Ind@Hou 08:30PM ET,Ind,
,,,,,,,,,,RB,Alfred Blue (7571966),Alfred Blue,7571966,3000,Ind@Hou 08:30PM ET,Hou,
,,,,,,,,,,RB,Jay Prosch (7571967),Jay Prosch,7571967,3000,Ind@Hou 08:30PM ET,Hou,
,,,,,,,,,,RB,Tyler Ervin (7571968),Tyler Ervin,7571968,3000,Ind@Hou 08:30PM ET,Hou,
,,,,,,,,,,RB,Josh Ferguson (7571969),Josh Ferguson,7571969,3000,Ind@Hou 08:30PM ET,Ind,
,,,,,,,,,,WR,Devin Street (7572105),Devin Street,7572105,3000,Ind@Hou 08:30PM ET,Ind,
,,,,,,,,,,WR,Keith Mumphery (7572106),Keith Mumphery,7572106,3000,Ind@Hou 08:30PM ET,Hou,
,,,,,,,,,,WR,Quan Bray (7572108),Quan Bray,7572108,3000,Ind@Hou 08:30PM ET,Ind,
,,,,,,,,,,WR,Braxton Miller (7572109),Braxton Miller,7572109,3000,Ind@Hou 08:30PM ET,Hou,
,,,,,,,,,,WR,Chester Rogers (7572112),Chester Rogers,7572112,3000,Ind@Hou 08:30PM ET,Ind,
,,,,,,,,,,WR,Jaelen Strong (7572113),Jaelen Strong,7572113,3000,Ind@Hou 08:30PM ET,Hou,
,,,,,,,,,,TE,Charles Clay (7572116),Charles Clay,7572116,2900,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,TE,Will Tye (7572141),Will Tye,7572141,2900,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,DST,Rams  (7572576),Rams ,7572576,2900,LA@Det 01:00PM ET,LA,
,,,,,,,,,,TE,Richard Rodgers (7572203),Richard Rodgers,7572203,2900,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,DST,Texans  (7572587),Texans ,7572587,2900,Ind@Hou 08:30PM ET,Hou,
,,,,,,,,,,TE,Jordan Cameron (7572168),Jordan Cameron,7572168,2800,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,DST,Chiefs  (7572581),Chiefs ,7572581,2800,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,TE,Jacob Tamme (7572191),Jacob Tamme,7572191,2800,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,DST,Packers  (7572586),Packers ,7572586,2800,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,DST,Redskins  (7572566),Redskins ,7572566,2700,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,DST,Jaguars  (7572574),Jaguars ,7572574,2700,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,TE,Lance Kendricks (7572160),Lance Kendricks,7572160,2700,LA@Det 01:00PM ET,LA,
,,,,,,,,,,DST,Browns  (7572567),Browns ,7572567,2600,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,DST,Ravens  (7572570),Ravens ,7572570,2600,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,TE,Clive Walford (7572187),Clive Walford,7572187,2600,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,DST,Raiders  (7572582),Raiders ,7572582,2600,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,TE,Kyle Nelson (7572115),Kyle Nelson,7572115,2500,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,TE,Garrett Celek (7572117),Garrett Celek,7572117,2500,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,TE,Vance McDonald (7572118),Vance McDonald,7572118,2500,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,TE,Gerald Christian (7572119),Gerald Christian,7572119,2500,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,TE,Blake Bell (7572120),Blake Bell,7572120,2500,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,TE,Je'Ron Hamm (7572121),Je'Ron Hamm,7572121,2500,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,TE,Nick O'Leary (7572122),Nick O'Leary,7572122,2500,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,TE,Vernon Davis (7572123),Vernon Davis,7572123,2500,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,TE,Brent Celek (7572124),Brent Celek,7572124,2500,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,TE,Niles Paul (7572125),Niles Paul,7572125,2500,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,TE,Trey Burton (7572128),Trey Burton,7572128,2500,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,TE,Anthony Fasano (7572129),Anthony Fasano,7572129,2500,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,TE,Beau Brinkley (7572132),Beau Brinkley,7572132,2500,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,TE,Randall Telfer (7572133),Randall Telfer,7572133,2500,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,TE,Connor Hamlett (7572134),Connor Hamlett,7572134,2500,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,TE,Jace Amaro (7572135),Jace Amaro,7572135,2500,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,TE,Phillip Supernaw (7572136),Phillip Supernaw,7572136,2500,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,TE,Seth DeValve (7572137),Seth DeValve,7572137,2500,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,TE,Larry Donnell (7572139),Larry Donnell,7572139,2500,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,TE,Crockett Gillmore (7572140),Crockett Gillmore,7572140,2500,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,TE,Daniel Brown (7572142),Daniel Brown,7572142,2500,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,TE,Darren Waller (7572143),Darren Waller,7572143,2500,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,TE,Jerell Adams (7572144),Jerell Adams,7572144,2500,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,TE,Ed Dickson (7572146),Ed Dickson,7572146,2500,Car@NO 01:00PM ET,Car,
,,,,,,,,,,TE,Josh Hill (7572148),Josh Hill,7572148,2500,Car@NO 01:00PM ET,NO,
,,,,,,,,,,TE,Chris Manhertz (7572149),Chris Manhertz,7572149,2500,Car@NO 01:00PM ET,NO,
,,,,,,,,,,TE,Scott Simonson (7572150),Scott Simonson,7572150,2500,Car@NO 01:00PM ET,Car,
,,,,,,,,,,TE,Marcedes Lewis (7572151),Marcedes Lewis,7572151,2500,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,TE,Logan Paulsen (7572153),Logan Paulsen,7572153,2500,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Patrick Scales (7572154),Patrick Scales,7572154,2500,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Neal Sterling (7572156),Neal Sterling,7572156,2500,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,TE,Ben Koyack (7572157),Ben Koyack,7572157,2500,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,TE,Ben Braunecker (7572158),Ben Braunecker,7572158,2500,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Clay Harbor (7572159),Clay Harbor,7572159,2500,LA@Det 01:00PM ET,Det,
,,,,,,,,,,TE,Cory Harkey (7572161),Cory Harkey,7572161,2500,LA@Det 01:00PM ET,LA,
,,,,,,,,,,TE,Tyler Higbee (7572162),Tyler Higbee,7572162,2500,LA@Det 01:00PM ET,LA,
,,,,,,,,,,TE,Temarrick Hemingway (7572164),Temarrick Hemingway,7572164,2500,LA@Det 01:00PM ET,LA,
,,,,,,,,,,TE,Cole Wick (7572165),Cole Wick,7572165,2500,LA@Det 01:00PM ET,Det,
,,,,,,,,,,TE,Khari Lee (7572166),Khari Lee,7572166,2500,LA@Det 01:00PM ET,Det,
,,,,,,,,,,TE,David Johnson (7572167),David Johnson,7572167,2500,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,TE,MarQueis Gray (7572169),MarQueis Gray,7572169,2500,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,TE,Dion Sims (7572170),Dion Sims,7572170,2500,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,TE,Xavier Grimble (7572171),Xavier Grimble,7572171,2500,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,TE,Dominique Jones (7572173),Dominique Jones,7572173,2500,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,DST,Dolphins  (7572577),Dolphins ,7572577,2500,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,TE,Clark Harris (7572174),Clark Harris,7572174,2500,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,TE,Greg Scruggs (7572177),Greg Scruggs,7572177,2500,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,TE,Ryan Hewitt (7572178),Ryan Hewitt,7572178,2500,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,TE,A.J. Derby (7572180),A.J. Derby,7572180,2500,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,TE,Tyler Kroft (7572181),Tyler Kroft,7572181,2500,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,TE,C.J. Uzomah (7572182),C.J. Uzomah,7572182,2500,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,DST,Bengals  (7572579),Bengals ,7572579,2500,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,TE,Mychal Rivera (7572184),Mychal Rivera,7572184,2500,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,TE,James Winchester (7572185),James Winchester,7572185,2500,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,TE,James O'Shaughnessy (7572186),James O'Shaughnessy,7572186,2500,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,TE,Ross Travis (7572188),Ross Travis,7572188,2500,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,TE,Demetrius Harris (7572189),Demetrius Harris,7572189,2500,KC@Oak 04:05PM ET,KC,
,,,,,,,,,,TE,Ryan O'Malley (7572190),Ryan O'Malley,7572190,2500,KC@Oak 04:05PM ET,Oak,
,,,,,,,,,,TE,Luke Willson (7572193),Luke Willson,7572193,2500,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,Levine Toilolo (7572194),Levine Toilolo,7572194,2500,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,TE,Brandon Williams (7572195),Brandon Williams,7572195,2500,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,Nick Vannett (7572196),Nick Vannett,7572196,2500,Atl@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,Joshua Perkins (7572197),Joshua Perkins,7572197,2500,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,TE,Austin Hooper (7572198),Austin Hooper,7572198,2500,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,DST,Falcons  (7572583),Falcons ,7572583,2500,Atl@Sea 04:25PM ET,Atl,
,,,,,,,,,,TE,Jared Cook (7572200),Jared Cook,7572200,2500,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Justin Perillo (7572201),Justin Perillo,7572201,2500,Dal@GB 04:25PM ET,GB,
,,,,,,,,,,TE,Gavin Escobar (7572202),Gavin Escobar,7572202,2500,Dal@GB 04:25PM ET,Dal,
